"test_ligand","auroc","aupr","aupr_corrected","pearson","sender","module","receiver"
"Tgfbi",0.41734815601003,0.00383248925191605,-0.0010826135184146,-0.0164964465702424,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Tgm2",0.455906165380788,0.00450801158354059,-0.000407091186790059,-0.00206835876104159,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Thbs1",0.415025876184377,0.00386351594493381,-0.00105158682539684,-0.0132421500648601,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Thbs2",0.414522413175301,0.00380386788934964,-0.00111123488098102,-0.0154608968921193,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Timp1",0.429766910233902,0.00403468317563285,-0.000880419594697801,-0.0111576294349158,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Timp2",0.456577449392886,0.00423652042826193,-0.000678582342068721,-0.00903078851412614,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Timp3",0.419951649408315,0.00387135146838949,-0.00104375130194116,-0.0160757106668397,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Tnfsf12",0.482748454459269,0.00447365280193677,-0.000441449968393885,-0.010691744789458,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Tnxb",0.422369178992433,0.0038399166639624,-0.00107518610636825,-0.0154604704427898,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Tslp",0.503426723453657,0.00462548831516625,-0.000289614455164398,-0.00676199960994235,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Tspan3",0.43503286116667,0.00401755890056647,-0.000897543869764181,-0.0145692774804687,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Tspan5",0.409564890031883,0.00373108261124367,-0.00118402015908698,-0.0182244727528133,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Vcam1",0.40723807450345,0.0037472980728927,-0.00116780469743795,-0.0156944205244612,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Vcan",0.407628144942914,0.00378414408961477,-0.00113095868071588,-0.0175237078104741,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Vegfa",0.458455230345659,0.00415207762353876,-0.000763025146791894,-0.0120709094922776,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Vegfb",0.457974445850507,0.00409619467145267,-0.000818908098877987,-0.011534693436056,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Vegfc",0.478625500628184,0.00447166885836628,-0.000443433911964375,0.00636486664586143,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Vsig10",0.446798474189575,0.00409185132692387,-0.000823251443406779,-0.0134865772121193,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Wnt11",0.386396520208819,0.00358435962545705,-0.00133074314487361,-0.0159205492945195,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Wnt5a",0.418631759898036,0.00419917218737736,-0.000715930582953288,0.00662030850849252,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Wnt9a",0.393172860168819,0.00362609776163529,-0.00128900500869536,-0.0158933247705931,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Zdhhc5",0.438411959741093,0.00403573102067826,-0.000879371749652393,-0.0133099787600961,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Znrf3",0.456913091398942,0.00430863812347454,-0.000606464646856108,-0.00931702024396564,"Fibroblasts","lightcyan","SmoothMuscleCells"
"Adam10",0.419098937284834,0.00379511215705645,-0.0011199906132742,-0.0174523904718574,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Adam15",0.39543164015548,0.00369985452038664,-0.00121524824994401,-0.0199741640276199,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Adam17",0.444172302277367,0.00401337681129128,-0.00090172595903937,-0.0100845044829296,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Adam9",0.413347666154131,0.00381107010360339,-0.00110403266672726,-0.0154763370471092,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Adm",0.439609385276197,0.00491077884949876,-4.32392083189043e-06,0.00844703539200655,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Agrn",0.427489987436098,0.00395328910646629,-0.000961813663864364,-0.0122145616947182,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Angpt2",0.424405709542662,0.00394575617289138,-0.000969346597439269,-0.0135336696248656,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Angptl4",0.439296421784067,0.00425652311123338,-0.000658579659097268,0.0018413053410499,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Anxa1",0.44923868228762,0.00408769020874043,-0.000827412561590222,-0.0118887967939779,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Anxa2",0.418005832913778,0.00382174444580773,-0.00109335832452292,-0.0147537417855878,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Apoe",0.437273498342196,0.0040074287699261,-0.000907674000404556,-0.0104191109421195,"EndothelialCells","lightcyan","SmoothMuscleCells"
"App",0.416558943725533,0.00390027342970219,-0.00101482934062846,-0.00391514404818459,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Arf1",0.412014169535496,0.00381527463815346,-0.0010998281321772,-0.0171245542658601,"EndothelialCells","lightcyan","SmoothMuscleCells"
"B2m",0.427004667238161,0.00391833477067978,-0.000996767999650875,-0.0133271764437193,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Bace2",0.475532151329183,0.00436590328349564,-0.000549199486835016,-0.00894803577972935,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Bgn",0.410998172111775,0.00378165059955917,-0.00113345217077149,-0.0148557987025426,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Bmp1",0.463122468510878,0.00428256850910414,-0.000632534261226517,-0.0104372004157816,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Bmp4",0.437717997215072,0.00402329221749015,-0.000891810552840502,-0.00651578183223717,"EndothelialCells","lightcyan","SmoothMuscleCells"
"C1qa",0.424160781592295,0.0038962313104352,-0.00101887145989546,-0.0112739323009443,"EndothelialCells","lightcyan","SmoothMuscleCells"
"C1qb",0.415302554054237,0.00382721546795765,-0.00108788730237301,-0.016560096576324,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Calm1",0.434992039841607,0.00394443350782911,-0.000970669262501544,-0.0127309774308101,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Calm2",0.44414962376345,0.00399841071973668,-0.000916692050593976,-0.0107198718773726,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Calm3",0.438021889301633,0.00396371492711989,-0.00095138784321076,-0.0138887600602346,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Calr",0.425775491783567,0.00468555286711775,-0.000229549903212905,0.00201580940752782,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Cd320",0.401863266703853,0.00374496345089565,-0.001170139319435,-0.0143686848520736,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Cd38",0.472470551949668,0.00440631041658808,-0.000508792353742571,-0.00733198874501987,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Cd47",0.414145949844192,0.00383469628675702,-0.00108040648357363,-0.0145460571585785,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Cd9",0.406498754949581,0.00372989708434338,-0.00118520568598727,-0.0117716663563926,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Cdh5",0.434620112213281,0.00392757093965706,-0.000987531830673589,-0.0134841221562102,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Col15a1",0.43069672930472,0.00396481867913446,-0.000950284091196196,-0.0149070250296126,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Col3a1",0.4167721217564,0.0038463704484878,-0.00106873232184285,-0.0184618116291868,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Col4a1",0.412667310736457,0.00379711443104694,-0.00111798833928372,-0.0157804074568098,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Col4a2",0.415878588307864,0.00379831651390294,-0.00111678625642771,-0.0160350929410003,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Copa",0.39616188830378,0.00368255392821095,-0.00123254884211971,-0.0156162644724591,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Ctsd",0.414785483936806,0.00377936225353446,-0.00113574051679619,-0.0174368371785444,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Cx3cl1",0.413361273262482,0.00377369113366389,-0.00114141163666677,-0.0116501979368172,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Cxcl12",0.475831507712963,0.00458269425828566,-0.000332408512044993,-0.00180003973678689,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Dcn",0.449252289395973,0.00419396045061612,-0.000721142319714534,-0.00855933608840389,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Dll4",0.442739020197483,0.00399926507148598,-0.000915837698844668,-0.012906663402426,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Edn1",0.42676881069337,0.00392298257495738,-0.000992120195373277,-0.00960972523991876,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Efemp2",0.479877354596698,0.00428139780196662,-0.000633704968364037,-0.00810783187128203,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Efna1",0.47716954003437,0.00432433958064772,-0.000590763189682932,-0.00860472060995708,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Efnb1",0.435336753253222,0.00395745160574959,-0.00095765116458106,-0.0152412016836972,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Efnb2",0.428406199398559,0.00393758737433996,-0.000977515395990694,-0.0156678795510155,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Eng",0.460913581254838,0.00418846618508538,-0.000726636585245276,-0.0124938897044962,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Entpd1",0.428428877912484,0.0038813905927732,-0.00103371217755745,-0.0129725651946741,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Epha4",0.484231629269791,0.00537288565324304,0.000457782882912389,0.0103895269667991,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Esam",0.474910760047711,0.00445382848695136,-0.000461274283379292,-0.0050376401927362,"EndothelialCells","lightcyan","SmoothMuscleCells"
"F11r",0.392937003624025,0.00364704198529288,-0.00126806078503777,-0.021422402077361,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Fam3c",0.406698325872097,0.00375843541049468,-0.00115666735983597,-0.0166837975222219,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Fbn1",0.434964825624898,0.00398220220591737,-0.000932900564413283,-0.0131695788118416,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Fn1",0.417434334362932,0.00382945684972691,-0.00108564592060374,-0.0139221425417044,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Furin",0.410594494563956,0.00462640417973101,-0.000288698590599643,-0.00219130000032231,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Gas6",0.483406131363014,0.00443153626801419,-0.000483566502316464,-0.00653976113945086,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Glg1",0.468501812013254,0.00435546506924736,-0.000559637701083292,-0.00897575249336552,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Gnas",0.416577086536668,0.00387140105989384,-0.00104370171043681,-0.0143601313465587,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Gpi1",0.409973103282488,0.00376431882031412,-0.00115078395001653,-0.0122860846861235,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Grn",0.437232677017136,0.00398446564620877,-0.000930637124121882,-0.00971607676497566,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Gstp1",0.426455847201238,0.00390472304081108,-0.00101037972951957,-0.0152069982410336,"EndothelialCells","lightcyan","SmoothMuscleCells"
"H2-D1",0.423512176094116,0.00389169483209867,-0.00102340793823198,-0.0160076572678914,"EndothelialCells","lightcyan","SmoothMuscleCells"
"H2-K1",0.425566849455479,0.00390921483939319,-0.00100588793093746,-0.015741250633849,"EndothelialCells","lightcyan","SmoothMuscleCells"
"H2-Q4",0.423512176094116,0.00389153416056444,-0.00102356860976621,-0.0160056326676183,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Hbegf",0.496219491729138,0.0053639905409114,0.000448887770580743,0.0142625109476789,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Hsp90b1",0.388006694697304,0.00369989744812926,-0.0012152053222014,-0.0203047626133464,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Hspg2",0.434434148399117,0.00400168945562659,-0.000913413314704068,-0.0116481851665255,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Icam1",0.465027463680355,0.00416995309725142,-0.000745149673079235,-0.0109950673670049,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Igfbp4",0.451479319463147,0.00433867253504997,-0.000576430235280682,-0.00850364099740073,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Il15",0.490141649997954,0.00473344536591687,-0.000181657404413785,-0.00233996088600977,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Il16",0.432306903793201,0.00400013107580219,-0.000914971694528464,-0.0134102034748722,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Jag1",0.407201788881175,0.00456283873178961,-0.000352264038541044,-0.00084107278935537,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Jag2",0.449714931079985,0.0040891908524551,-0.000825911917875555,-0.0131507457833251,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Jam2",0.459398656524826,0.00419913678506714,-0.000715965985263509,-0.0142629013868739,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Jam3",0.453475028688315,0.0040782361489571,-0.000836866621373555,-0.0133621232447199,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lama4",0.458096909825688,0.00419323366761989,-0.000721869102710764,-0.0110643147349639,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lama5",0.432279689576495,0.00392730743684663,-0.000987795333484023,-0.0151459968576196,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lamb1",0.40282029999138,0.00371473624623775,-0.0012003665240929,-0.0184236156894691,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lamb2",0.426437704390099,0.00385904084507107,-0.00105606192525959,-0.0173927313114086,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lamc1",0.367478103894808,0.00349950513477264,-0.00141559763555801,-0.0215591484356616,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lfng",0.412898631578464,0.00378910853676633,-0.00112599423356432,-0.0177961353885328,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lgals1",0.444507944283423,0.0040390344337125,-0.000876068336618156,-0.00923347863502336,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lgals3bp",0.426310704712134,0.00386147992525865,-0.001053622845072,-0.0161870367336636,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lpl",0.40908410553673,0.00375763166722681,-0.00115747110310384,-0.0164231233282889,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lrpap1",0.396479387498689,0.00369726999254815,-0.0012178327777825,-0.019113716805907,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Ltbp1",0.470474842724499,0.00462174140913924,-0.000293361361191412,-0.00358859793135103,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Lum",0.422019929878028,0.00388262004895257,-0.00103248272137808,-0.0158360137816379,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mcam",0.388138230078056,0.00364485419986993,-0.00127024857046072,-0.0150763503164544,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mfap5",0.428701020079549,0.0039288926936038,-0.000986210076726848,-0.0168751616169124,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mfge8",0.383412027776641,0.00357251279654696,-0.0013425899737837,-0.0220310611403852,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mfng",0.393005039165786,0.00365388443416015,-0.0012612183361705,-0.0224855870425567,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mif",0.449247753693192,0.00403761253190122,-0.000877490238429436,-0.0172779167205103,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mmp15",0.40157751742843,0.00369438235252511,-0.00122072041780554,-0.020786989556067,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mmrn2",0.534841000938879,0.00524557949395188,0.000330476723621225,0.00594657979004762,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mpdz",0.471472697337082,0.00424308600097757,-0.000672016769353079,-0.00887644679119748,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Msn",0.433109723186055,0.00389140449711845,-0.00102369827321221,-0.0152548687990162,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Mxra8",0.441269452495312,0.00397561342178232,-0.000939489348548333,-0.0152579892259262,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Nampt",0.423389712118938,0.0038466369008966,-0.00106846586943405,-0.0147550573244106,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Nid1",0.408816499072443,0.00380258537973476,-0.00111251739059589,-0.0207609311643905,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Nppa",0.435908251804072,0.00395175755957203,-0.000963345210758628,-0.0122151740018705,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Nrp1",0.433268472783513,0.00393653592156964,-0.000978566848761008,-0.0118873045881004,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Ntf3",0.465961818453963,0.00425137936182858,-0.000663723408502071,-0.0103840140608443,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Nts",0.442734484494696,0.00420739274039109,-0.000707710029939568,-0.00791212921647303,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Pam",0.371047701986182,0.0034976103551317,-0.00141749241519895,-0.0267122016921748,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Pdgfb",0.48250352650891,0.0045464585936673,-0.000368644176663355,-0.00453863816479945,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Pdgfd",0.464796142838345,0.00416452680037541,-0.000750575969955242,-0.01799229893296,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Pecam1",0.434066756473577,0.0039329563665236,-0.000982146403807052,-0.0140937278303959,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Pf4",0.460269511459451,0.00505418692461197,0.000139084154281317,0.0288496767901916,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Pi16",0.451193570187721,0.00409204429206927,-0.000823058478261386,-0.0146333757153043,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Plat",0.429526517986321,0.0039247673566184,-0.000990335413712249,-0.0138040627959421,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Plekho2",0.437305248261688,0.00403790755755472,-0.000877195212775936,-0.0147906094600035,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Plxna2",0.446045547527357,0.00406042242512576,-0.000854680345204893,-0.0111734379281197,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Prnp",0.438847387208406,0.00433318794557986,-0.00058191482475079,-0.00274354982135229,"EndothelialCells","lightcyan","SmoothMuscleCells"
"Pros1",0.424156245889512,0.00386198666365797,-0.00105311610667269,-0.0140961348925935,"EndothelialCells","lightcyan","SmoothMuscleCells"
