"sender","receiver","ligand","receptor","contrasts_active","n_contrasts","max_aupr_corrected","aupr_sender_ct"
"Fibroblasts","EndothelialCells","Mmp14","Mmp2","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp14","Ddr1","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp14","Cd44","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp14","Mmp2","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp14","Cd44","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp14","Sdc1","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","EndothelialCells","Mmp14","Mmp2","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp14","Cd44","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp14","Mmp2","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp14","Mmp13","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp14","Mmp13","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp14","Mmp2","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp14","Cd44","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Myocytes","Mmp14","Mmp2","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp14","Adam9","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Myocytes","Mmp14","Cd44","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","EndothelialCells","Mmp14","Cd44","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp14","Ddr1","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Myocytes","Mmp14","Adam9","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","EndothelialCells","Mmp14","Cd44","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Leukocytes","Myocytes","Mmp14","Ddr1","age30m-age3m",1,-0.000932153837464697,"Fibroblasts"
"Fibroblasts","Fibroblasts","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Fibroblasts","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Leukocytes","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Leukocytes","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","EndothelialCells","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Leukocytes","Fbn1","Itgb3","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","EndothelialCells","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","EndothelialCells","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Fibroblasts","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Fibroblasts","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Fibroblasts","Fbn1","Itgb3","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Leukocytes","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Leukocytes","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","EndothelialCells","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Leukocytes","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Leukocytes","Fbn1","Itgb3","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","EndothelialCells","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","EndothelialCells","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Fibroblasts","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Fibroblasts","Fbn1","Itgb3","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Fibroblasts","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Fibroblasts","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Fibroblasts","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Leukocytes","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Fibroblasts","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Fibroblasts","Fbn1","Itgb3","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Leukocytes","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Leukocytes","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Fibroblasts","Fbn1","Itgb3","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Fibroblasts","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Leukocytes","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Myocytes","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Leukocytes","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","EndothelialCells","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","EndothelialCells","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","EndothelialCells","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","EndothelialCells","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","EndothelialCells","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","EndothelialCells","Fbn1","Itgav","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Myocytes","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Myocytes","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Leukocytes","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Leukocytes","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Fibroblasts","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Fibroblasts","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"EndothelialCells","Myocytes","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Myocytes","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Myocytes","Fbn1","Itga5","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Leukocytes","Myocytes","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Myocytes","Myocytes","Fbn1","Itgb1","age30m-age3m",1,-0.000932900564413283,"Fibroblasts"
"Fibroblasts","Leukocytes","Ccl19","Ccrl2","age30m-age3m",1,-0.00093808711928083,"Fibroblasts"
"Fibroblasts","EndothelialCells","Ccl19","Ccrl2","age30m-age3m",1,-0.00093808711928083,"Fibroblasts"
"Fibroblasts","Fibroblasts","Ccl19","Ccrl2","age30m-age3m",1,-0.00093808711928083,"Fibroblasts"
"Fibroblasts","Myocytes","Ccl19","Ccrl2","age30m-age3m",1,-0.00093808711928083,"Fibroblasts"
"Fibroblasts","EndothelialCells","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"Leukocytes","EndothelialCells","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"Leukocytes","Fibroblasts","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"EndothelialCells","EndothelialCells","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"Fibroblasts","Myocytes","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"Leukocytes","Myocytes","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"EndothelialCells","Myocytes","Mxra8","Jam3","age30m-age3m",1,-0.000939489348548333,"Fibroblasts"
"EndothelialCells","EndothelialCells","Sema6a","Plxna4","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"EndothelialCells","Leukocytes","Sema6a","Plxna4","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"EndothelialCells","EndothelialCells","Sema6a","Plxna2","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Fibroblasts","EndothelialCells","Sema6a","Plxna4","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Fibroblasts","Leukocytes","Sema6a","Plxna4","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Fibroblasts","EndothelialCells","Sema6a","Plxna2","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Leukocytes","EndothelialCells","Sema6a","Plxna4","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"EndothelialCells","Fibroblasts","Sema6a","Plxna2","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Leukocytes","Leukocytes","Sema6a","Plxna4","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Leukocytes","EndothelialCells","Sema6a","Plxna2","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Fibroblasts","Fibroblasts","Sema6a","Plxna2","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Leukocytes","Fibroblasts","Sema6a","Plxna2","age30m-age3m",1,-0.00094067532964759,"EndothelialCells"
"Myocytes","Fibroblasts","Fgf13","Fgfr1","age30m-age3m",1,-0.000949961326678772,"Myocytes"
"Myocytes","EndothelialCells","Fgf13","Fgfr3","age30m-age3m",1,-0.000949961326678772,"Myocytes"
"Myocytes","Leukocytes","Fgf13","Fgfr1","age30m-age3m",1,-0.000949961326678772,"Myocytes"
"Myocytes","Fibroblasts","Fgf13","Egfr","age30m-age3m",1,-0.000949961326678772,"Myocytes"
"Myocytes","EndothelialCells","Fgf13","Fgfr1","age30m-age3m",1,-0.000949961326678772,"Myocytes"
"Myocytes","Myocytes","Fgf13","Scn5a","age30m-age3m",1,-0.000949961326678772,"Myocytes"
"Myocytes","Leukocytes","Fgf13","Egfr","age30m-age3m",1,-0.000949961326678772,"Myocytes"
"Myocytes","Leukocytes","Fgf13","Fgfr3","age30m-age3m",1,-0.000949961326678772,"Myocytes"
"Fibroblasts","Fibroblasts","Col15a1","Itga11","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col15a1","Itga1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col15a1","Itga1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col15a1","Itgb1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"Fibroblasts","Leukocytes","Col15a1","Itgb1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col15a1","Itgb1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col15a1","Itga11","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"EndothelialCells","EndothelialCells","Col15a1","Itga1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col15a1","Itga1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"Fibroblasts","Myocytes","Col15a1","Itgb1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"EndothelialCells","EndothelialCells","Col15a1","Itgb1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"EndothelialCells","Leukocytes","Col15a1","Itgb1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col15a1","Itgb1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"EndothelialCells","Myocytes","Col15a1","Itgb1","age30m-age3m",1,-0.000950284091196196,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calm3","Pde1a","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calm3","Pde1a","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Fibroblasts","Leukocytes","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Fibroblasts","EndothelialCells","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Leukocytes","Fibroblasts","Calm3","Pde1a","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"EndothelialCells","Leukocytes","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"EndothelialCells","EndothelialCells","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Myocytes","Fibroblasts","Calm3","Pde1a","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Fibroblasts","Myocytes","Calm3","Pde1c","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Leukocytes","Leukocytes","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Leukocytes","EndothelialCells","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"EndothelialCells","Myocytes","Calm3","Pde1c","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Myocytes","Leukocytes","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Myocytes","EndothelialCells","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Leukocytes","Fibroblasts","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Leukocytes","Myocytes","Calm3","Pde1c","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Myocytes","Fibroblasts","Calm3","Mylk","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Myocytes","Myocytes","Calm3","Pde1c","age30m-age3m",1,-0.00095138784321076,"Fibroblasts"
"Fibroblasts","Leukocytes","Angptl1","Gm14548","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","EndothelialCells","Angptl1","Tek","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Leukocytes","Angptl1","Lilra5","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Fibroblasts","Angptl1","Tek","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","EndothelialCells","Angptl1","Itga1","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Leukocytes","Angptl1","Tek","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","EndothelialCells","Angptl1","Itgb1","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Leukocytes","Angptl1","Lilra6","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Fibroblasts","Angptl1","Itga1","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Leukocytes","Angptl1","Itgb1","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Fibroblasts","Angptl1","Itgb1","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Myocytes","Angptl1","Itgb1","age30m-age3m",1,-0.000952990192939705,"Fibroblasts"
"Fibroblasts","Fibroblasts","Boc","Smo","age30m-age3m",1,-0.000955464089643076,"Fibroblasts"
"Fibroblasts","Leukocytes","Boc","Lilra6","age30m-age3m",1,-0.000955464089643076,"Fibroblasts"
"Fibroblasts","Leukocytes","Boc","Smo","age30m-age3m",1,-0.000955464089643076,"Fibroblasts"
"EndothelialCells","EndothelialCells","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","EndothelialCells","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Fibroblasts","Efnb1","Naalad2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Leukocytes","Efnb1","Slamf9","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Fibroblasts","Efnb1","Ephb3","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Fibroblasts","Efnb1","Evc2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Fibroblasts","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Leukocytes","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Fibroblasts","Efnb1","Erbb2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","EndothelialCells","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","EndothelialCells","Efnb1","Ephb1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","EndothelialCells","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","EndothelialCells","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Fibroblasts","Efnb1","Naalad2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Fibroblasts","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Leukocytes","Efnb1","Slamf9","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Fibroblasts","Efnb1","Ephb3","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Fibroblasts","Efnb1","Evc2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Leukocytes","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","EndothelialCells","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","EndothelialCells","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Fibroblasts","Efnb1","Naalad2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Leukocytes","Efnb1","Slamf9","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Fibroblasts","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Leukocytes","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Fibroblasts","Efnb1","Ephb3","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Fibroblasts","Efnb1","Evc2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Fibroblasts","Efnb1","Ephb6","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Fibroblasts","Efnb1","Erbb2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","EndothelialCells","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Fibroblasts","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Leukocytes","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","EndothelialCells","Efnb1","Ephb1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Fibroblasts","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Fibroblasts","Efnb1","Erbb2","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","EndothelialCells","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Leukocytes","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","EndothelialCells","Efnb1","Ephb1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Fibroblasts","Efnb1","Ephb4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Leukocytes","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Fibroblasts","Efnb1","Ephb6","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Fibroblasts","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Fibroblasts","Efnb1","Ephb6","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Myocytes","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Myocytes","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Fibroblasts","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Fibroblasts","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Myocytes","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Fibroblasts","Myocytes","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Myocytes","Efnb1","Epha4","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"Leukocytes","Myocytes","Efnb1","Dag1","age30m-age3m",1,-0.00095765116458106,"Fibroblasts"
"EndothelialCells","Leukocytes","Agrn","Atp1a3","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Fibroblasts","Agrn","Lrp1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Leukocytes","Agrn","Lrp1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Leukocytes","Agrn","Atp1a3","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Fibroblasts","Agrn","Lrp1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Leukocytes","Agrn","Lrp1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","EndothelialCells","Agrn","Itgb1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Fibroblasts","Agrn","Dag1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","EndothelialCells","Agrn","Dag1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","EndothelialCells","Agrn","Itgb1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Fibroblasts","Agrn","Dag1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","EndothelialCells","Agrn","Dag1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Fibroblasts","Agrn","Lrp4","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Fibroblasts","Agrn","Lrp4","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Leukocytes","Agrn","Dag1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Leukocytes","Agrn","Dag1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Leukocytes","Agrn","Itgb1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Leukocytes","Agrn","Itgb1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Fibroblasts","Agrn","Itgb1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","EndothelialCells","Agrn","Lrp1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Fibroblasts","Agrn","Itgb1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","EndothelialCells","Agrn","Lrp1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Leukocytes","Agrn","Lrp4","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Leukocytes","Agrn","Lrp4","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Myocytes","Agrn","Lrp1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Myocytes","Agrn","Itgb1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Myocytes","Agrn","Lrp1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Myocytes","Agrn","Itgb1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"EndothelialCells","Myocytes","Agrn","Dag1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Myocytes","Agrn","Dag1","age30m-age3m",1,-0.000961813663864364,"Fibroblasts"
"Fibroblasts","Fibroblasts","Fgfrl1","Nrxn2","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","Fibroblasts","Fgfrl1","Fgfr1","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","Leukocytes","Fgfrl1","Fgfr1","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","Fibroblasts","Fgfrl1","Gpc4","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","EndothelialCells","Fgfrl1","Fgfr1","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","Leukocytes","Fgfrl1","Plvap","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","Myocytes","Fgfrl1","Nrxn2","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","Fibroblasts","Fgfrl1","Plvap","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
"Fibroblasts","EndothelialCells","Fgfrl1","Gpc4","age30m-age3m",1,-0.000962009001243908,"Fibroblasts"
