"sender","receiver","ligand","receptor","contrasts_active","n_contrasts","max_aupr_corrected","aupr_sender_ct"
"EndothelialCells","Leukocytes","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Leukocytes","Jam3","Itgam","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Leukocytes","Jam3","Itgb2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","EndothelialCells","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","EndothelialCells","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Leukocytes","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Leukocytes","Jam3","Itgb2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Fibroblasts","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Leukocytes","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","EndothelialCells","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Fibroblasts","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Leukocytes","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Leukocytes","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Leukocytes","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Myocytes","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Myocytes","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Fibroblasts","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Fibroblasts","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Fibroblasts","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Fibroblasts","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","EndothelialCells","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","EndothelialCells","Jam3","Itgb2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","EndothelialCells","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","EndothelialCells","Jam3","Itgb2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Myocytes","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Fibroblasts","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Myocytes","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Leukocytes","Jam3","Itgam","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","EndothelialCells","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Myocytes","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Myocytes","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Leukocytes","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Leukocytes","Jam3","Itgb2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","EndothelialCells","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Myocytes","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Fibroblasts","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Leukocytes","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Myocytes","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Leukocytes","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Myocytes","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Fibroblasts","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Myocytes","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Fibroblasts","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Myocytes","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Myocytes","Myocytes","Jam3","Itgb1","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","EndothelialCells","Mmp2","F2r","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","EndothelialCells","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp2","F2r","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","EndothelialCells","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp2","Itgb3","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp2","Ccr2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","EndothelialCells","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","EndothelialCells","Mmp2","F2r","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","EndothelialCells","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp2","Ddr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp2","Egfr","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Leukocytes","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp2","F2r","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","EndothelialCells","Mmp2","F2r","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","EndothelialCells","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp2","Itgb3","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Leukocytes","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Leukocytes","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp2","F2r","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","EndothelialCells","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Leukocytes","Mmp2","Itgb3","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Leukocytes","Mmp2","Ccr2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","EndothelialCells","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp2","Ddr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp2","Egfr","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","EndothelialCells","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp2","Itgb3","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp2","Ccr2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","EndothelialCells","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp2","Ddr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp2","Itgb3","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp2","Egfr","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","EndothelialCells","Mmp2","F2r","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","EndothelialCells","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp2","Egfr","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Fibroblasts","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Leukocytes","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Fibroblasts","Mmp2","Itgb3","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Fibroblasts","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Fibroblasts","Mmp2","F2r","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Fibroblasts","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Leukocytes","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Leukocytes","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Fibroblasts","Mmp2","Itgb3","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","EndothelialCells","Mmp2","Fgfr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Leukocytes","Mmp2","Ccr2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","EndothelialCells","Mmp2","Itgav","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Fibroblasts","Mmp2","Ddr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Leukocytes","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Fibroblasts","Mmp2","Egfr","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Leukocytes","Mmp2","Egfr","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Fibroblasts","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp2","Ddr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Leukocytes","Mmp2","Egfr","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Myocytes","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Myocytes","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Leukocytes","Mmp2","Egfr","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Myocytes","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Myocytes","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"EndothelialCells","Myocytes","Mmp2","Ddr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Myocytes","Mmp2","Sdc2","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Myocytes","Mmp2","Pecam1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Leukocytes","Myocytes","Mmp2","Ddr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Myocytes","Myocytes","Mmp2","Ddr1","age30m-age3m",1,-0.00084542924737081,"Fibroblasts"
"Fibroblasts","EndothelialCells","Sema3d","Plxna4","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Leukocytes","Sema3d","Plxna4","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Fibroblasts","Sema3d","Plxna1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","EndothelialCells","Sema3d","Nrp1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Leukocytes","Sema3d","Nrp2","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","EndothelialCells","Sema3d","Plxnd1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","EndothelialCells","Sema3d","Plxna2","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Leukocytes","Sema3d","Plxnd1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","EndothelialCells","Sema3d","Plxna1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Leukocytes","Sema3d","Plxna1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Leukocytes","Sema3d","Nrp1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","EndothelialCells","Sema3d","Nrp2","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Fibroblasts","Sema3d","Plxnd1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Fibroblasts","Sema3d","Plxna2","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Fibroblasts","Sema3d","Nrp1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Fibroblasts","Sema3d","Nrp2","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Fibroblasts","Sema3d","Plxna3","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Myocytes","Sema3d","Nrp2","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"Fibroblasts","Myocytes","Sema3d","Nrp1","age30m-age3m",1,-0.000846145430211851,"Fibroblasts"
"EndothelialCells","Leukocytes","Sema4c","Plxnb2","age30m-age3m",1,-0.000848064399084888,"Fibroblasts"
"EndothelialCells","Fibroblasts","Sema4c","Plxnb2","age30m-age3m",1,-0.000848064399084888,"Fibroblasts"
"Fibroblasts","Leukocytes","Sema4c","Plxnb2","age30m-age3m",1,-0.000848064399084888,"Fibroblasts"
"Fibroblasts","Fibroblasts","Sema4c","Plxnb2","age30m-age3m",1,-0.000848064399084888,"Fibroblasts"
"Leukocytes","Leukocytes","Sema4c","Plxnb2","age30m-age3m",1,-0.000848064399084888,"Fibroblasts"
"Leukocytes","Fibroblasts","Sema4c","Plxnb2","age30m-age3m",1,-0.000848064399084888,"Fibroblasts"
"Leukocytes","EndothelialCells","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"EndothelialCells","EndothelialCells","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Leukocytes","EndothelialCells","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Fibroblasts","EndothelialCells","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Leukocytes","Leukocytes","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Leukocytes","Fibroblasts","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"EndothelialCells","EndothelialCells","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"EndothelialCells","Leukocytes","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"EndothelialCells","Fibroblasts","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Fibroblasts","EndothelialCells","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Fibroblasts","Leukocytes","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Fibroblasts","Fibroblasts","Tnfsf9","Traf2","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Leukocytes","Leukocytes","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"EndothelialCells","Leukocytes","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Leukocytes","Fibroblasts","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Fibroblasts","Leukocytes","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"EndothelialCells","Fibroblasts","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Fibroblasts","Fibroblasts","Tnfsf9","Pvr","age30m-age3m",1,-0.000848791682040989,"Leukocytes"
"Fibroblasts","Fibroblasts","Rgma","Neo1","age30m-age3m",1,-0.000850223004746356,"Fibroblasts"
"Fibroblasts","EndothelialCells","Rgma","Bmpr2","age30m-age3m",1,-0.000850223004746356,"Fibroblasts"
"Fibroblasts","Fibroblasts","Rgma","Bmpr2","age30m-age3m",1,-0.000850223004746356,"Fibroblasts"
"Fibroblasts","EndothelialCells","Rgma","Neo1","age30m-age3m",1,-0.000850223004746356,"Fibroblasts"
"EndothelialCells","Fibroblasts","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"EndothelialCells","Leukocytes","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"EndothelialCells","Leukocytes","Vwf","Itgb3","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Leukocytes","Fibroblasts","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"EndothelialCells","EndothelialCells","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Leukocytes","Leukocytes","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"EndothelialCells","Fibroblasts","Vwf","Itgb3","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Leukocytes","Leukocytes","Vwf","Itgb3","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"EndothelialCells","Fibroblasts","Vwf","Itga2b","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Leukocytes","EndothelialCells","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Leukocytes","Fibroblasts","Vwf","Itgb3","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Leukocytes","Fibroblasts","Vwf","Itga2b","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Myocytes","Fibroblasts","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Myocytes","Leukocytes","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Myocytes","Fibroblasts","Vwf","Itgb3","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"Myocytes","EndothelialCells","Vwf","Itgav","age30m-age3m",1,-0.000854088188663541,"EndothelialCells"
"EndothelialCells","EndothelialCells","Plxna2","Sema6a","age30m-age3m",1,-0.000854680345204893,"Fibroblasts"
"EndothelialCells","Fibroblasts","Plxna2","Sema6a","age30m-age3m",1,-0.000854680345204893,"Fibroblasts"
"Fibroblasts","EndothelialCells","Plxna2","Sema6a","age30m-age3m",1,-0.000854680345204893,"Fibroblasts"
"EndothelialCells","Leukocytes","Plxna2","Sema6a","age30m-age3m",1,-0.000854680345204893,"Fibroblasts"
"Fibroblasts","Fibroblasts","Plxna2","Sema6a","age30m-age3m",1,-0.000854680345204893,"Fibroblasts"
"Fibroblasts","Leukocytes","Plxna2","Sema6a","age30m-age3m",1,-0.000854680345204893,"Fibroblasts"
"Leukocytes","Fibroblasts","Tgfb1","Tgfbr1","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"Leukocytes","Fibroblasts","Tgfb1","Sdc2","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"Leukocytes","EndothelialCells","Tgfb1","Eng","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"Leukocytes","Fibroblasts","Tgfb1","Pdgfra","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"Leukocytes","EndothelialCells","Tgfb1","Acvrl1","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"Leukocytes","Fibroblasts","Tgfb1","Itgav","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"Leukocytes","Fibroblasts","Tgfb1","Tgfbr3","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"Leukocytes","Fibroblasts","Tgfb1","Tgfbr2","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"EndothelialCells","Fibroblasts","Tgfb1","Tgfbr1","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"Fibroblasts","Fibroblasts","Tgfb1","Tgfbr1","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
"EndothelialCells","Fibroblasts","Tgfb1","Sdc2","age30m-age3m",1,-0.00086509339274762,"Fibroblasts"
