"celltype","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","module","database","n_overlap_genes","overlap_hit_genes","go_source","hub_hit_genes"
"Leukocytes","GO:0055008","cardiac muscle tissue morphogenesis","9/300","67/13010",0.134328358208955,5.82537313432836,6.08359979520011,2.16188084547459e-05,0.00321744266698239,0.00307907239868051,"Actc1/Dll4/Myh6/Rxra/Tbx20/Tcap/Tgfb1/Tnnc1/Tnni3",9,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0006164","purine nucleotide biosynthetic process","17/516","149/13010",0.114093959731544,2.87667134904532,4.68209310632064,8.58701524261697e-05,0.00328648492467431,0.00313168126338928,"Ak1/Atic/Idh2/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Sdha/Sdhd",17,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0071559","response to transforming growth factor beta","26/546","244/13010",0.10655737704918,2.53903200624512,5.07930980538151,1.2175178195848e-05,0.00409928884332513,0.00382113284915845,"Appl2/Brms1/Cflar/Cldn5/Col1a1/Dbn1/Emilin1/Fbn1/Fermt2/Fut8/Fyn/Htra3/Itgb5/Lrp1/Ltbp4/Pdgfd/Ptprk/Pxn/Smad1/Smad5/Smad6/Spry1/Tgfb1/Tgfb3/Tgfbr1/Zfp36l2",26,"brown","GO_BP",8,"Cldn5/Fbn1/Itgb5/Lrp1/Ptprk/Tgfb1/Tgfb3/Tgfbr1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","16/226","291/13010",0.0549828178694158,3.16516132956239,4.96653005694021,4.91763253504348e-05,0.00462872162360967,0.00421072285813098,"Cav3/Chrd/Cytl1/Ddx5/Fstl1/Htra3/Inhbb/Kdr/Ltbp3/Peg10/Pelo/Pparg/Sost/Tgfb1/Twsg1/Zeb1",16,"brown","GO_BP",3,"Inhbb/Kdr/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0008016","regulation of heart contraction","14/309","179/13010",0.0782122905027933,3.29301585579722,4.81820816618532,9.47252954999295e-05,0.00482358965678547,0.00438104491687174,"Abcc9/Agrn/Csrp3/Dmd/Gata4/Kcnj5/Kcnj8/Myh6/Myl2/Myl4/Nppa/Tbx5/Tnni3/Tnnt2",14,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0008015","blood circulation","21/226","463/13010",0.0453563714902808,2.61100173932988,4.69309506207821,5.75684947705274e-05,0.00509989136025966,0.00463934340209544,"Adcy6/Ank2/Cav3/F2r/Fxyd1/Gnao1/Gsn/Kdr/Myl4/Myl7/Npff/Nppa/Pde2a/Pparg/Rarres2/Sod3/Tgfb1/Tjp1/Tnnc1/Tnni3/Tnnt2",21,"brown","GO_BP",4,"F2r/Kdr/Nppa/Tgfb1","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0030199","collagen fibril organization","12/546","66/13010",0.181818181818182,4.33233433233433,5.68035974769468,1.63843895576663e-05,0.00512246236385038,0.00477487924251988,"Aebp1/Col1a1/Col4a5/Col5a3/Col6a1/Dpt/Emilin1/Ext1/Plod2/Pxdn/Tgfbr1/Tnxb",12,"brown","GO_BP",2,"Tgfbr1/Tnxb","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0060413","atrial septum morphogenesis","5/516","14/13010",0.357142857142857,9.0047065337763,6.08976645978402,0.000143079747342166,0.00531499179097518,0.00506463914740589,"Acvr1/Gata4/Nkx2-5/Tbx20/Tbx5",5,"brown","GO_BP",1,"Acvr1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0035051","cardiocyte differentiation","14/309","181/13010",0.0773480662983425,3.25662894026355,4.7685383190048,0.000106696378876804,0.00534959228860777,0.00485878894577447,"Actc1/Adprhl1/Bmpr1a/Csrp3/Gata4/Hand2/Kcnj8/Myh6/Myl2/Nppa/Tbx5/Tcap/Trip10/Vegfa",14,"brown","GO_BP",3,"Bmpr1a/Nppa/Vegfa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0046390","ribose phosphate biosynthetic process","16/516","141/13010",0.113475177304965,2.86106987739843,4.51539650597142,0.00014686407461426,0.00540260173508187,0.0051481223906685,"Ak1/Atic/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Sdha/Sdhd",16,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0002181","cytoplasmic translation","23/546","207/13010",0.111111111111111,2.64753764753765,5.00096949417767,1.96739149317929e-05,0.00543399586992565,0.00506527373755921,"Eif3e/Fau/Ltn1/Pelo/Plxnb2/Rpl11/Rpl22/Rpl22l1/Rpl23/Rpl27a/Rpl30/Rpl36a/Rpl37/Rpl38/Rpl39/Rpl41/Rplp2/Rps15a/Rps16/Rps21/Rps27a/Rps29/Trip4",23,"brown","GO_BP",1,"Plxnb2","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0015980","energy derivation by oxidation of organic compounds","22/300","365/13010",0.0602739726027397,2.61388127853881,4.80472358691693,3.91407680043124e-05,0.00556161582599239,0.0053224313699858,"Cd36/Cox4i2/Cox6a2/Cox6c/Cox7a1/Cox7c/Cox8b/Mrps36/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Pdp1/Pygm/Uqcr11/Uqcrb/Uqcrh/Uqcrq",22,"brown","GO_BP",1,"Cd36","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0006164","purine nucleotide biosynthetic process","13/300","149/13010",0.087248322147651,3.78366890380313,5.25028830348263,4.0619455346132e-05,0.00556161582599239,0.0053224313699858,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Nppb/Npr1/Oasl2/Tgfb1",13,"brown","GO_BP",3,"Nppb/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:1901342","regulation of vasculature development","15/226","267/13010",0.0561797752808989,3.23406582479865,4.90409133099374,6.65314445620872e-05,0.00572550602917162,0.0052084616600034,"Aqp1/Ccl24/Csprs/Cx3cr1/Dcn/Egln1/Fbln5/Foxo4/Kdr/Pf4/Pparg/Rapgef3/Tgfb1/Tie1/Tjp1",15,"brown","GO_BP",5,"Dcn/Kdr/Pf4/Tgfb1/Tie1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0003231","cardiac ventricle development","15/516","128/13010",0.1171875,2.95466933139535,4.51629906987294,0.000164010048810429,0.00597413327031664,0.00569273301306721,"Acvr1/Gata4/Hand2/Mybpc3/Myh6/Nkx2-5/Smad7/Tbx20/Tbx5/Tgfbr3/Tmem65/Tnnc1/Tnni3/Tnnt2/Tpm1",15,"brown","GO_BP",2,"Acvr1/Tgfbr3","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:1901293","nucleoside phosphate biosynthetic process","23/516","251/13010",0.0916334661354582,2.31037091942308,4.2600906966701,0.000165553970277975,0.00597413327031664,0.00569273301306721,"Ak1/Atic/Dld/Dlst/Idh2/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Pdha1/Pdhb/Pdk2/Sdha/Sdhd/Vdac1",23,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:1901342","regulation of vasculature development","18/300","267/13010",0.0674157303370786,2.92359550561798,4.87914080886391,4.77782978750006e-05,0.00629019667792797,0.00601967866344137,"Aqp1/Ccl24/Cd36/Cdh5/Col4a2/Csprs/Cxcl12/Dcn/Ecscr/Emilin1/Epn1/Foxo4/Notch4/Pik3r6/Ramp2/Rhob/Tgfb1/Tlr3",18,"brown","GO_BP",5,"Cd36/Cdh5/Cxcl12/Dcn/Tgfb1","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0032963","collagen metabolic process","15/546","104/13010",0.144230769230769,3.43670752324598,5.22172265923134,2.74804819488701e-05,0.00633063523632655,0.00590107191323106,"Col1a1/Col6a1/Ctsk/Cygb/Emilin1/F2r/Fap/Mmp23/Mrc2/Pdgfrb/Plod2/Tgfb1/Tgfb3/Tnfrsf12a/Tnxb",15,"brown","GO_BP",5,"F2r/Pdgfrb/Tgfb1/Tgfb3/Tnxb","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003230","cardiac atrium development","6/309","34/13010",0.176470588235294,7.43003997715591,5.85551302935222,0.000131219207600952,0.00636814147703393,0.00578389038724162,"Eng/Gata4/Myh6/Nphp3/Tbx5/Tnnt2",6,"brown","GO_BP",1,"Eng","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0055010","ventricular cardiac muscle tissue morphogenesis","9/516","52/13010",0.173076923076923,4.36381932021467,4.93925446929264,0.000181677618531025,0.00643342520200051,0.00613039086631989,"Mybpc3/Myh6/Nkx2-5/Smad7/Tgfbr3/Tnnc1/Tnni3/Tnnt2/Tpm1",9,"brown","GO_BP",1,"Tgfbr3","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0008015","blood circulation","35/516","463/13010",0.0755939524838013,1.90596380196561,4.03392155974713,0.000193335043523276,0.0067828377769416,0.00646334502226936,"Actc1/Adm/Atp1a2/Camk2d/Camk2n1/Cav3/Cd36/Csrp3/Gata4/Gata6/Gnao1/Mkks/Mybpc3/Myh6/Myl1/Myl4/Myl7/Nkx2-5/Nppa/Pln/Popdc2/Rangrf/Sgcg/Smad7/Tbx20/Tbx5/Tcap/Tgfbr3/Tmem65/Tnnc1/Tnni3/Tnnt2/Tpm1/Trdn/Wnk1",35,"brown","GO_BP",3,"Cd36/Nppa/Tgfbr3","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0030510","regulation of BMP signaling pathway","8/226","82/13010",0.0975609756097561,5.61623138355277,5.57534336483584,8.64795293084599e-05,0.00703990114262382,0.00640415973797785,"Chrd/Fstl1/Htra3/Kdr/Pelo/Pparg/Sost/Twsg1",8,"brown","GO_BP",1,"Kdr","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:1903522","regulation of blood circulation","16/309","235/13010",0.0680851063829787,2.86662535288852,4.50394289479076,0.000157389781982821,0.00743381593452193,0.00675179354592971,"Abcc9/Agrn/Csrp3/Dmd/F2r/Gata4/Kcnj5/Kcnj8/Myh6/Myl2/Myl4/Nppa/Ptgs1/Tbx5/Tnni3/Tnnt2",16,"brown","GO_BP",2,"F2r/Nppa","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","7/197","65/13010",0.107692307692308,7.11206559937524,6.12524288573651,5.43472788988474e-05,0.00743816621656498,0.00659708356776918,"Ccl6/Ccl7/Fau/Pf4/Ppbp/Rpl39/S100a9",7,"brown","GO_BP",2,"Ccl6/Pf4","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0045765","regulation of angiogenesis","17/309","260/13010",0.0653846153846154,2.75292506845905,4.45325097882595,0.000160838486318321,0.00748818038444868,0.00680117027860328,"Amot/Cd59a/Creb3l1/Ctnnd1/Cyp1b1/Dcn/Ecscr/Eng/Epn1/Foxc1/Gata4/Nrp1/Pf4/Plxnd1/Stab1/Tie1/Vegfa",17,"brown","GO_BP",8,"Cd59a/Dcn/Eng/Nrp1/Pf4/Stab1/Tie1/Vegfa","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0032835","glomerulus development","12/546","71/13010",0.169014084507042,4.02724036526853,5.35322233905684,3.51986403912024e-05,0.00759078317217734,0.00707571289524413,"Angpt2/Cd34/Cfh/Cflar/Ednrb/Enpep/Ext1/Heyl/Pdgfd/Pdgfrb/Tcf21/Tek",12,"brown","GO_BP",5,"Angpt2/Cfh/Ednrb/Pdgfrb/Tek","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0061437","renal system vasculature development","8/546","32/13010",0.25,5.95695970695971,5.87592239093779,3.93739663521174e-05,0.00759078317217734,0.00707571289524413,"Angpt2/Cd34/Cflar/Pdgfd/Pdgfrb/Pkd2/Tcf21/Tek",8,"brown","GO_BP",3,"Angpt2/Pdgfrb/Tek","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0061440","kidney vasculature development","8/546","32/13010",0.25,5.95695970695971,5.87592239093779,3.93739663521174e-05,0.00759078317217734,0.00707571289524413,"Angpt2/Cd34/Cflar/Pdgfd/Pdgfrb/Pkd2/Tcf21/Tek",8,"brown","GO_BP",3,"Angpt2/Pdgfrb/Tek","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0009260","ribonucleotide biosynthetic process","12/300","134/13010",0.0895522388059701,3.88358208955224,5.15470770031052,6.22103438842963e-05,0.00760521453985522,0.00727814248751617,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Nppb/Npr1/Tgfb1",12,"brown","GO_BP",3,"Nppb/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0060415","muscle tissue morphogenesis","9/300","77/13010",0.116883116883117,5.06883116883117,5.50142507301243,6.66856519976352e-05,0.00787120644096225,0.00753269506412489,"Actc1/Dll4/Myh6/Rxra/Tbx20/Tcap/Tgfb1/Tnnc1/Tnni3",9,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003151","outflow tract morphogenesis","9/309","85/13010",0.105882352941176,4.45802398629355,4.98889572788042,0.000180928842295512,0.00830488869071935,0.00754294891823544,"Bmpr1a/Eng/Foxc1/Gata4/Hand2/Nrp1/Plxnd1/Vegfa/Zfpm2",9,"brown","GO_BP",4,"Bmpr1a/Eng/Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0071526","semaphorin-plexin signaling pathway","7/309","51/13010",0.137254901960784,5.77891998223238,5.33348822307321,0.000188108150873097,0.00851450644021422,0.00773333509144956,"Ece1/Hand2/Nrp1/Plxnd1/Sema4c/Sema6d/Tyrobp",7,"brown","GO_BP",2,"Ece1/Nrp1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","13/226","219/13010",0.0593607305936073,3.417181880632,4.79647221984858,0.000118145669828905,0.00931085356831136,0.00847003279454619,"Atoh8/Cav3/Chrd/Fstl1/Htra3/Kdr/Peg10/Pelo/Pparg/Sost/Tgfb1/Twsg1/Zeb1",13,"brown","GO_BP",2,"Kdr/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0048738","cardiac muscle tissue development","14/226","250/13010",0.056,3.22371681415929,4.72027110257229,0.000120558860944271,0.00931085356831136,0.00847003279454619,"Cav3/Egln1/Hspg2/Igf1/Jph2/Myl7/Nppa/Pdgfra/Sav1/Tgfb1/Tnnc1/Tnni3/Tnnt2/Xirp1",14,"brown","GO_BP",4,"Hspg2/Nppa/Pdgfra/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0003013","circulatory system process","21/226","489/13010",0.0429447852760736,2.47217547098105,4.41201819281959,0.000124636030895857,0.00938509312645802,0.0085375681163662,"Adcy6/Ank2/Cav3/F2r/Fxyd1/Gnao1/Gsn/Kdr/Myl4/Myl7/Npff/Nppa/Pde2a/Pparg/Rarres2/Sod3/Tgfb1/Tjp1/Tnnc1/Tnni3/Tnnt2",21,"brown","GO_BP",4,"F2r/Kdr/Nppa/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:1901342","regulation of vasculature development","17/309","267/13010",0.0636704119850187,2.68075100299383,4.32818092572805,0.000220721446073109,0.00985385195551046,0.00894980110104663,"Amot/Cd59a/Creb3l1/Ctnnd1/Cyp1b1/Dcn/Ecscr/Eng/Epn1/Foxc1/Gata4/Nrp1/Pf4/Plxnd1/Stab1/Tie1/Vegfa",17,"brown","GO_BP",8,"Cd59a/Dcn/Eng/Nrp1/Pf4/Stab1/Tie1/Vegfa","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0003012","muscle system process","24/300","442/13010",0.0542986425339367,2.35475113122172,4.45192029060404,9.16221896580369e-05,0.00985642948516662,0.00943254103290082,"Actc1/Akap6/Cav1/Csrp3/Grcc10/Kcna5/Mb/Myh6/Myoz2/Nppb/Pi16/Pln/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39/Sln/Sulf2/Tbx20/Tcap/Tnnc1/Tnni3",24,"brown","GO_BP",1,"Nppb","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0007517","muscle organ development","19/300","308/13010",0.0616883116883117,2.67521645021645,4.5710928399229,9.75595253151234e-05,0.0100570934487136,0.00962457518409423,"Actc1/Cav1/Cav2/Cfl2/Cryab/Csrp3/Dll4/Foxo4/Heyl/Myh6/Myoz2/Rxra/Tbx20/Tcap/Tcf15/Tgfb1/Tnnc1/Tnni3/Unc45b",19,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0046390","ribose phosphate biosynthetic process","12/300","141/13010",0.0851063829787234,3.69078014184397,4.9354320693625,0.000101926689028515,0.0100570934487136,0.00962457518409423,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Nppb/Npr1/Tgfb1",12,"brown","GO_BP",3,"Nppb/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:1901342","regulation of vasculature development","26/546","267/13010",0.0973782771535581,2.3203138933476,4.56232837394446,5.80564857480659e-05,0.0105880515883035,0.0098696025771712,"Adm/Angpt2/C3/Cd34/Cldn5/Dcn/Ecscr/Emilin1/Foxo4/Fyn/Gata2/Gata6/Itga5/Mdk/Mtdh/Pf4/Ppp1r16b/Pxn/Ramp2/Rtn4/Smad1/Tcf4/Tek/Tgfb1/Tgfbr1/Tnfrsf12a",26,"brown","GO_BP",10,"Angpt2/C3/Cldn5/Dcn/Itga5/Pf4/Rtn4/Tek/Tgfb1/Tgfbr1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0003230","cardiac atrium development","7/516","34/13010",0.205882352941176,5.19094847241222,4.97253007102276,0.000313675556341674,0.0108046971179873,0.0102957622799229,"Acvr1/Gata4/Myh6/Nkx2-5/Tbx20/Tbx5/Tnnt2",7,"brown","GO_BP",1,"Acvr1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0061298","retina vasculature development in camera-type eye","5/309","25/13010",0.2,8.42071197411003,5.79264403241285,0.000262987463852271,0.0115821100634399,0.0105194985540909,"Arhgef15/Cgnl1/Cyp1b1/Lrp5/Nrp1",5,"brown","GO_BP",2,"Lrp5/Nrp1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0045765","regulation of angiogenesis","14/226","260/13010",0.0538461538461538,3.0997277059224,4.54712984499154,0.000181808412238181,0.0133562667722293,0.0121501231593321,"Aqp1/Ccl24/Csprs/Cx3cr1/Dcn/Egln1/Fbln5/Foxo4/Kdr/Pf4/Pparg/Rapgef3/Tie1/Tjp1",14,"brown","GO_BP",4,"Dcn/Kdr/Pf4/Tie1","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0048738","cardiac muscle tissue development","13/197","250/13010",0.052,3.4341116751269,4.81853284261222,0.000112115277148022,0.0146773521518562,0.0130176868706879,"Actc1/Akap1/Hand2/Hspg2/Meis1/Myl7/Nog/Nppa/S1pr1/Tgfb1/Tnni3/Tnnt2/Trip10",13,"brown","GO_BP",3,"Hspg2/Nppa/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003183","mitral valve morphogenesis","4/309","15/13010",0.266666666666667,11.22761596548,6.18178844725256,0.000346303719642063,0.0148500502935985,0.0134876185544804,"Bmpr1a/Dchs1/Gata4/Zfpm2",4,"brown","GO_BP",1,"Bmpr1a","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003300","cardiac muscle hypertrophy","10/309","113/13010",0.0884955752212389,3.72597874960621,4.53941173816483,0.000353584652174422,0.0149653556030707,0.0135923450706012,"Csrp3/Ece1/Gata4/Gsn/Hand2/Myh6/Nppa/Tcap/Tiam1/Trip10",10,"brown","GO_BP",2,"Ece1/Nppa","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0007179","transforming growth factor beta receptor signaling pathway","20/546","183/13010",0.109289617486339,2.60413539102064,4.5739727826645,8.54826246494459e-05,0.014966297923625,0.0139507643427896,"Appl2/Brms1/Cldn5/Emilin1/Fbn1/Fermt2/Fut8/Htra3/Itgb5/Lrp1/Ltbp4/Ptprk/Pxn/Smad1/Smad5/Smad6/Spry1/Tgfb1/Tgfb3/Tgfbr1",20,"brown","GO_BP",8,"Cldn5/Fbn1/Itgb5/Lrp1/Ptprk/Tgfb1/Tgfb3/Tgfbr1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0051146","striated muscle cell differentiation","20/300","348/13010",0.0574712643678161,2.49233716475096,4.33526082150814,0.000167810127583517,0.0151161596504837,0.0144660697240971,"Actc1/Akap6/Cav2/Cfl2/Csrp3/Cxcl12/Myh10/Myh6/Myoz2/Pi16/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39/Rxra/Tanc1/Tcap/Tgfb1",20,"brown","GO_BP",2,"Cxcl12/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003181","atrioventricular valve morphogenesis","5/309","27/13010",0.185185185185185,7.79695553158336,5.51430801072631,0.000384352319077719,0.0156575525984286,0.0142210358058756,"Bmpr1a/Dchs1/Gata4/Tbx5/Zfpm2",5,"brown","GO_BP",1,"Bmpr1a","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003209","cardiac atrium morphogenesis","5/309","27/13010",0.185185185185185,7.79695553158336,5.51430801072631,0.000384352319077719,0.0156575525984286,0.0142210358058756,"Eng/Gata4/Myh6/Tbx5/Tnnt2",5,"brown","GO_BP",1,"Eng","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:1903909","regulation of receptor clustering","5/309","27/13010",0.185185185185185,7.79695553158336,5.51430801072631,0.000384352319077719,0.0156575525984286,0.0142210358058756,"Agrn/Dlg4/Gsn/Lamb1/Lamc1",5,"brown","GO_BP",1,"Lamc1","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0007389","pattern specification process","31/546","356/13010",0.0870786516853933,2.07489607770507,4.30394903592937,9.83859396615596e-05,0.0165628945345633,0.0154390243776601,"Apc2/Bcor/Bhlhe40/C3/Chsy1/Ddit3/Dvl2/Efnb1/Ext1/Gli3/Hand2/Heyl/Ifitm1/Ift172/Ift74/Kat2a/Mapk8/Mical2/Mllt3/Pcgf2/Pkd2/Psen2/Smad1/Smad5/Smad6/Snai1/Spry1/Tbx18/Tbx20/Tcap/Tgfbr1",31,"brown","GO_BP",3,"C3/Efnb1/Tgfbr1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0007517","muscle organ development","18/309","308/13010",0.0584415584415584,2.46059765477241,4.0462446815586,0.000412884003328313,0.0166122094672466,0.0150881067882939,"Abcc9/Actc1/Bmpr1a/Csrp3/Ddx5/Dmd/Efemp2/Eng/Foxc1/Gata4/Myh6/Myl2/Ski/Tcap/Tnnc1/Tnni3/Tnnt2/Zfpm2",18,"brown","GO_BP",2,"Bmpr1a/Eng","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0006091","generation of precursor metabolites and energy","22/300","407/13010",0.0540540540540541,2.34414414414414,4.23268442154213,0.000191960911269916,0.0168482615199211,0.0161236803204312,"Cd36/Cox4i2/Cox6a2/Cox6c/Cox7a1/Cox7c/Cox8b/Mrps36/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Pdp1/Pygm/Uqcr11/Uqcrb/Uqcrh/Uqcrq",22,"brown","GO_BP",1,"Cd36","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0014897","striated muscle hypertrophy","10/309","116/13010",0.0862068965517241,3.62961723021984,4.43720952885456,0.000436421133648941,0.0171361021031554,0.0155639344048297,"Csrp3/Ece1/Gata4/Gsn/Hand2/Myh6/Nppa/Tcap/Tiam1/Trip10",10,"brown","GO_BP",2,"Ece1/Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0060419","heart growth","10/309","116/13010",0.0862068965517241,3.62961723021984,4.43720952885456,0.000436421133648941,0.0171361021031554,0.0155639344048297,"Adprhl1/Bmpr1a/Foxc1/Gata4/Myh6/Nppa/Sav1/Tbx5/Trip10/Zfpm2",10,"brown","GO_BP",2,"Bmpr1a/Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0003013","circulatory system process","35/516","489/13010",0.0715746421267894,1.80462421331304,3.68573474048775,0.000536076577811566,0.0175102944252416,0.0166855050988537,"Actc1/Adm/Atp1a2/Camk2d/Camk2n1/Cav3/Cd36/Csrp3/Gata4/Gata6/Gnao1/Mkks/Mybpc3/Myh6/Myl1/Myl4/Myl7/Nkx2-5/Nppa/Pln/Popdc2/Rangrf/Sgcg/Smad7/Tbx20/Tbx5/Tcap/Tgfbr3/Tmem65/Tnnc1/Tnni3/Tnnt2/Tpm1/Trdn/Wnk1",35,"brown","GO_BP",3,"Cd36/Nppa/Tgfbr3","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0060977","coronary vasculature morphogenesis","5/309","28/13010",0.178571428571429,7.51849283402681,5.38564402242748,0.000458898386679088,0.0178041647879423,0.016170705054406,"Gata4/Hand2/Nrp1/Vegfa/Zfpm2",5,"brown","GO_BP",2,"Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0014896","muscle hypertrophy","10/309","117/13010",0.0854700854700855,3.59859486073078,4.4038929470553,0.000467381270698421,0.0179199477788959,0.0162758654266744,"Csrp3/Ece1/Gata4/Gsn/Hand2/Myh6/Nppa/Tcap/Tiam1/Trip10",10,"brown","GO_BP",2,"Ece1/Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0060348","bone development","12/226","206/13010",0.058252427184466,3.35338087464559,4.52684675302236,0.000256768588083246,0.0179857438908543,0.016361533287165,"Bgn/Cfh/Fbln5/Hoxb4/Hspg2/Igf1/Kdr/Ltbp3/Ogn/P2rx5/Tgfb1/Ttc9",12,"brown","GO_BP",5,"Bgn/Cfh/Hspg2/Kdr/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0001936","regulation of endothelial cell proliferation","9/226","122/13010",0.0737704918032787,4.24669955026839,4.79040296996944,0.000273690403584675,0.0187353521726601,0.0170434478595912,"Atoh8/Ccl24/Egfl7/Hspg2/Igf1/Kdr/Mmrn2/Pparg/Tie1",9,"brown","GO_BP",3,"Hspg2/Kdr/Tie1","GO_BP (todos los genes del módulo)",NA
