"gene_celltype","module","celltype","gene","kME"
"D1Ertd622e_SmoothMuscleCells","blue","SmoothMuscleCells","D1Ertd622e",0.733050173862516
"Etohi1_Fibroblasts","blue","Fibroblasts","Etohi1",0.732725082148968
"Polr1b_EndocardialCells","blue","EndocardialCells","Polr1b",0.732120111702191
"Jagn1_EndocardialCells","blue","EndocardialCells","Jagn1",0.731953724016545
"Sdpr_Myocytes","blue","Myocytes","Sdpr",0.731660343489453
"Snrpa_EndocardialCells","blue","EndocardialCells","Snrpa",0.731154571428846
"Flna_EndocardialCells","blue","EndocardialCells","Flna",0.730893349835744
"Tbpl1_SmoothMuscleCells","blue","SmoothMuscleCells","Tbpl1",0.729238071163354
"Tmem68_SmoothMuscleCells","blue","SmoothMuscleCells","Tmem68",0.729153680771181
"Cand2_EndocardialCells","blue","EndocardialCells","Cand2",0.728914479697691
"Stag1_EndocardialCells","blue","EndocardialCells","Stag1",0.727781204356341
"2210408F21Rik_Myocytes","blue","Myocytes","2210408F21Rik",0.727648055744912
"Arhgef17_Myocytes","blue","Myocytes","Arhgef17",0.727578684381216
"Dennd1a_EndocardialCells","blue","EndocardialCells","Dennd1a",0.727426114819981
"Cdc14a_EndocardialCells","blue","EndocardialCells","Cdc14a",0.72740215911739
"2410017P09Rik_SmoothMuscleCells","blue","SmoothMuscleCells","2410017P09Rik",0.726559400552238
"Csrp2_Myocytes","blue","Myocytes","Csrp2",0.726529669017182
"AA960436_EndocardialCells","blue","EndocardialCells","AA960436",0.726371835930049
"Syne2_EndocardialCells","blue","EndocardialCells","Syne2",0.726270364463641
"Clu_Myocytes","blue","Myocytes","Clu",0.726205510822881
"Gprc5b_EndocardialCells","blue","EndocardialCells","Gprc5b",0.726113663277805
"Ugdh_SmoothMuscleCells","blue","SmoothMuscleCells","Ugdh",0.726019566832218
"Arid2_EndocardialCells","blue","EndocardialCells","Arid2",0.725562120525193
"Hivep1_SmoothMuscleCells","blue","SmoothMuscleCells","Hivep1",0.725170801345728
"Sspn_Myocytes","blue","Myocytes","Sspn",0.72450011053558
"Rnf6_SmoothMuscleCells","blue","SmoothMuscleCells","Rnf6",0.724373108011692
"Ampd2_EndocardialCells","blue","EndocardialCells","Ampd2",0.723949892790156
"Aldh1a1_EndocardialCells","blue","EndocardialCells","Aldh1a1",0.723865444408225
"Atp6ap2_SmoothMuscleCells","blue","SmoothMuscleCells","Atp6ap2",0.723358418754271
"Atxn7_SmoothMuscleCells","blue","SmoothMuscleCells","Atxn7",0.723192892030559
"Plcd3_EndocardialCells","blue","EndocardialCells","Plcd3",0.723054620415254
"Plxna2_EndocardialCells","blue","EndocardialCells","Plxna2",0.723046770066948
"Smad4_EndocardialCells","blue","EndocardialCells","Smad4",0.722908624502735
"Fam160b1_EndocardialCells","blue","EndocardialCells","Fam160b1",0.722132705725335
"Nbea_EndocardialCells","blue","EndocardialCells","Nbea",0.721894986096224
"Sgcb_EndocardialCells","blue","EndocardialCells","Sgcb",0.721808815904075
"Topors_SmoothMuscleCells","blue","SmoothMuscleCells","Topors",0.721662440794162
"Psd3_EndocardialCells","blue","EndocardialCells","Psd3",0.721321682524395
"Jmjd5_EndocardialCells","blue","EndocardialCells","Jmjd5",0.72106109424047
"Fam46b_SmoothMuscleCells","blue","SmoothMuscleCells","Fam46b",0.720965359364733
"Nagk_EndocardialCells","blue","EndocardialCells","Nagk",0.720951397814329
"Smo_EndocardialCells","blue","EndocardialCells","Smo",0.720792412740163
"Ccdc117_SmoothMuscleCells","blue","SmoothMuscleCells","Ccdc117",0.720571610179786
"1810013D10Rik_SmoothMuscleCells","blue","SmoothMuscleCells","1810013D10Rik",0.720348305590868
"1110046J04Rik_EndocardialCells","blue","EndocardialCells","1110046J04Rik",0.720129915003412
"Tmem218_EndocardialCells","blue","EndocardialCells","Tmem218",0.719756877067469
"Cxx1a_SmoothMuscleCells","blue","SmoothMuscleCells","Cxx1a",0.7194740719606
"Zzz3_SmoothMuscleCells","blue","SmoothMuscleCells","Zzz3",0.719455059806202
"Pfdn2_EndocardialCells","blue","EndocardialCells","Pfdn2",0.719110604138648
"Ruvbl1_EndocardialCells","blue","EndocardialCells","Ruvbl1",0.718978180075861
"Zbed3_SmoothMuscleCells","blue","SmoothMuscleCells","Zbed3",0.718748953940502
"Ppox_EndocardialCells","blue","EndocardialCells","Ppox",0.718496526976029
"Spats2l_EndocardialCells","blue","EndocardialCells","Spats2l",0.718176927474745
"2810432L12Rik_EndocardialCells","blue","EndocardialCells","2810432L12Rik",0.717980668653255
"Arhgef25_SmoothMuscleCells","blue","SmoothMuscleCells","Arhgef25",0.717749357430394
"Foxj3_EndocardialCells","blue","EndocardialCells","Foxj3",0.71663156706513
"Rapgef6_SmoothMuscleCells","blue","SmoothMuscleCells","Rapgef6",0.71651161764394
"Gga1_SmoothMuscleCells","blue","SmoothMuscleCells","Gga1",0.716491826870797
"Tatdn2_EndocardialCells","blue","EndocardialCells","Tatdn2",0.715828381538486
"Ramp2_EndothelialCells","blue","EndothelialCells","Ramp2",0.71545668742617
"Uaca_SmoothMuscleCells","blue","SmoothMuscleCells","Uaca",0.715240032688088
"Entpd4_EndocardialCells","blue","EndocardialCells","Entpd4",0.714886685584411
"Bbc3_SmoothMuscleCells","blue","SmoothMuscleCells","Bbc3",0.714744763562586
"Wipi1_EndocardialCells","blue","EndocardialCells","Wipi1",0.714648059251902
"Ino80_EndocardialCells","blue","EndocardialCells","Ino80",0.713644938630222
"Nelf_EndocardialCells","blue","EndocardialCells","Nelf",0.712897744096733
"Med23_EndocardialCells","blue","EndocardialCells","Med23",0.712710933156349
"Thoc2_EndocardialCells","blue","EndocardialCells","Thoc2",0.712547502449844
"Fam103a1_SmoothMuscleCells","blue","SmoothMuscleCells","Fam103a1",0.712359673701223
"Acsf2_EndocardialCells","blue","EndocardialCells","Acsf2",0.711311860613344
"Mfsd6_EndocardialCells","blue","EndocardialCells","Mfsd6",0.710837506401207
"Prdm2_EndocardialCells","blue","EndocardialCells","Prdm2",0.710760997991188
"Vprbp_EndocardialCells","blue","EndocardialCells","Vprbp",0.710660938256712
"Epn2_EndocardialCells","blue","EndocardialCells","Epn2",0.710632546144107
"Trib2_EndocardialCells","blue","EndocardialCells","Trib2",0.71040723453924
"Lrp3_EndocardialCells","blue","EndocardialCells","Lrp3",0.710111821864477
"2310079F23Rik_EndocardialCells","blue","EndocardialCells","2310079F23Rik",0.709927986181879
"Akap11_EndocardialCells","blue","EndocardialCells","Akap11",0.709841139636694
"Adamts15_Myocytes","blue","Myocytes","Adamts15",0.70900213283731
"Rce1_SmoothMuscleCells","blue","SmoothMuscleCells","Rce1",0.708900342007465
"Gm15417_SmoothMuscleCells","blue","SmoothMuscleCells","Gm15417",0.708412076921062
"Mtif2_EndocardialCells","blue","EndocardialCells","Mtif2",0.708090018550682
"B4galt6_EndocardialCells","blue","EndocardialCells","B4galt6",0.707872602604588
"Tapt1_SmoothMuscleCells","blue","SmoothMuscleCells","Tapt1",0.707740983262278
"Acap3_EndocardialCells","blue","EndocardialCells","Acap3",0.707684962917696
"Arv1_EndocardialCells","blue","EndocardialCells","Arv1",0.707612510748344
"Papd7_EndocardialCells","blue","EndocardialCells","Papd7",0.707572326907558
"Man2c1_EndocardialCells","blue","EndocardialCells","Man2c1",0.706589129996391
"2210018M11Rik_SmoothMuscleCells","blue","SmoothMuscleCells","2210018M11Rik",0.705189366070394
"Zfp707_EndocardialCells","blue","EndocardialCells","Zfp707",0.704944056975311
"A230050P20Rik_EndocardialCells","blue","EndocardialCells","A230050P20Rik",0.704718832016133
"Tlr3_EndocardialCells","blue","EndocardialCells","Tlr3",0.704631372254765
"Bcl9l_SmoothMuscleCells","blue","SmoothMuscleCells","Bcl9l",0.70436430430293
"Cox15_EndocardialCells","blue","EndocardialCells","Cox15",0.704242892799342
"Vps13a_EndocardialCells","blue","EndocardialCells","Vps13a",0.704173646838967
"Usf2_EndocardialCells","blue","EndocardialCells","Usf2",0.703881295426108
"Inhbb_EndocardialCells","blue","EndocardialCells","Inhbb",0.703500044034117
"Fzd7_EndocardialCells","blue","EndocardialCells","Fzd7",0.703444525602224
"Ptbp2_EndocardialCells","blue","EndocardialCells","Ptbp2",0.703443545146462
"Ankrd46_EndocardialCells","blue","EndocardialCells","Ankrd46",0.703189038466059
"Rbm10_SmoothMuscleCells","blue","SmoothMuscleCells","Rbm10",0.702855458740739
"Rnf31_EndocardialCells","blue","EndocardialCells","Rnf31",0.702738791808148
"Myo1h_EndocardialCells","blue","EndocardialCells","Myo1h",0.702288679299262
"Xpot_SmoothMuscleCells","blue","SmoothMuscleCells","Xpot",0.701747389388679
"Bend7_EndocardialCells","blue","EndocardialCells","Bend7",0.701611724158539
"Bcl7c_SmoothMuscleCells","blue","SmoothMuscleCells","Bcl7c",0.700894433610616
"Slc2a4_Myocytes","blue","Myocytes","Slc2a4",0.70029943619921
"Lzic_SmoothMuscleCells","blue","SmoothMuscleCells","Lzic",0.700180409293022
"Ftsjd2_EndocardialCells","blue","EndocardialCells","Ftsjd2",0.700011426743038
"Agtpbp1_EndocardialCells","blue","EndocardialCells","Agtpbp1",0.699755281788091
"Mettl9_EndocardialCells","blue","EndocardialCells","Mettl9",0.699571914651032
"Cnp_SmoothMuscleCells","blue","SmoothMuscleCells","Cnp",0.699542916566978
"Kctd21_SmoothMuscleCells","blue","SmoothMuscleCells","Kctd21",0.699252886808891
"Ttl_SmoothMuscleCells","blue","SmoothMuscleCells","Ttl",0.69903205582402
"Arhgef25_EndocardialCells","blue","EndocardialCells","Arhgef25",0.698997231435746
"Limk1_EndocardialCells","blue","EndocardialCells","Limk1",0.698937970018815
"Srp19_EndocardialCells","blue","EndocardialCells","Srp19",0.698909031827955
"Ddx26b_EndocardialCells","blue","EndocardialCells","Ddx26b",0.698765387848293
"Med15_EndocardialCells","blue","EndocardialCells","Med15",0.698635682035477
"Ipo9_EndocardialCells","blue","EndocardialCells","Ipo9",0.698184522960611
"Prkca_EndocardialCells","blue","EndocardialCells","Prkca",0.698030349176245
"Taf3_EndocardialCells","blue","EndocardialCells","Taf3",0.697838955891763
"Wiz_SmoothMuscleCells","blue","SmoothMuscleCells","Wiz",0.697759649282435
"Map2k5_EndocardialCells","blue","EndocardialCells","Map2k5",0.696795879671511
"Lats2_SmoothMuscleCells","blue","SmoothMuscleCells","Lats2",0.696239111305423
"Zfp938_EndocardialCells","blue","EndocardialCells","Zfp938",0.695885081994535
"Abca3_SmoothMuscleCells","blue","SmoothMuscleCells","Abca3",0.695745397813062
"Zfp330_EndocardialCells","blue","EndocardialCells","Zfp330",0.695649979016402
"5730409E04Rik_EndocardialCells","blue","EndocardialCells","5730409E04Rik",0.695434945200426
"E330016A19Rik_EndocardialCells","blue","EndocardialCells","E330016A19Rik",0.694998401527705
"Fkbp10_SmoothMuscleCells","blue","SmoothMuscleCells","Fkbp10",0.694856061523641
"Ryk_Myocytes","blue","Myocytes","Ryk",0.694791871457887
"Elp3_EndocardialCells","blue","EndocardialCells","Elp3",0.694680356359093
"Uqcc_EndocardialCells","blue","EndocardialCells","Uqcc",0.69421559416158
"Mbd2_Myocytes","blue","Myocytes","Mbd2",0.694172802637846
"Gcsh_EndocardialCells","blue","EndocardialCells","Gcsh",0.694123982740227
"Angpt1_Myocytes","blue","Myocytes","Angpt1",0.693979147525439
"Mical2_EndocardialCells","blue","EndocardialCells","Mical2",0.693841787096407
"Tnpo2_EndocardialCells","blue","EndocardialCells","Tnpo2",0.692950933744617
"Zfp276_EndocardialCells","blue","EndocardialCells","Zfp276",0.692931654407205
"Col5a2_EndocardialCells","blue","EndocardialCells","Col5a2",0.692905152664669
"Mapk14_SmoothMuscleCells","blue","SmoothMuscleCells","Mapk14",0.692679610582564
"Sorbs1_Myocytes","blue","Myocytes","Sorbs1",0.692554190427162
"Gm1673_EndocardialCells","blue","EndocardialCells","Gm1673",0.692461938666381
"Gpx7_EndocardialCells","blue","EndocardialCells","Gpx7",0.692368911521068
"Arhgef7_EndocardialCells","blue","EndocardialCells","Arhgef7",0.692145613498509
"Pstk_Leukocytes","blue","Leukocytes","Pstk",0.692090553154885
"Tysnd1_EndocardialCells","blue","EndocardialCells","Tysnd1",0.691937336763618
"Rg9mtd3_EndocardialCells","blue","EndocardialCells","Rg9mtd3",0.691780404469486
"Qrsl1_EndocardialCells","blue","EndocardialCells","Qrsl1",0.691535291479649
"Lrch4_Leukocytes","brown","Leukocytes","Lrch4",0.982144870624308
"Myoz2_Myocytes","brown","Myocytes","Myoz2",0.979030358724976
"Plac9_Fibroblasts","brown","Fibroblasts","Plac9",0.976165044781928
"Rpl31-ps12_Myocytes","brown","Myocytes","Rpl31-ps12",0.975666552839005
"Gm15421_Myocytes","brown","Myocytes","Gm15421",0.974063299325396
"Plac9_EndocardialCells","brown","EndocardialCells","Plac9",0.973783081133622
"Eng_EndocardialCells","brown","EndocardialCells","Eng",0.973204830554305
"Gm6222_Myocytes","brown","Myocytes","Gm6222",0.970410818938624
"Phospho1_Myocytes","brown","Myocytes","Phospho1",0.970107709505539
"Cfh_EndocardialCells","brown","EndocardialCells","Cfh",0.969078196784481
"Emcn_EndocardialCells","brown","EndocardialCells","Emcn",0.968976215929635
"Pygm_Myocytes","brown","Myocytes","Pygm",0.968531709960736
"Cpe_EndocardialCells","brown","EndocardialCells","Cpe",0.963809551790545
"Tnni3_Myocytes","brown","Myocytes","Tnni3",0.963062208785351
"Des_Myocytes","brown","Myocytes","Des",0.961817818316827
"D14Ertd449e_Leukocytes","brown","Leukocytes","D14Ertd449e",0.961258574897354
"Tnnt2_Myocytes","brown","Myocytes","Tnnt2",0.960733348919493
"Tnnc1_Myocytes","brown","Myocytes","Tnnc1",0.960704966025602
"Actc1_Myocytes","brown","Myocytes","Actc1",0.960212592240725
"Mb_Myocytes","brown","Myocytes","Mb",0.959516363362989
"Ak1_Myocytes","brown","Myocytes","Ak1",0.9578334129991
"Fabp3_Myocytes","brown","Myocytes","Fabp3",0.95654714482505
"Dpt_Fibroblasts","brown","Fibroblasts","Dpt",0.956486880160594
"Pgam2_Myocytes","brown","Myocytes","Pgam2",0.955217184300336
"Ckm_Myocytes","brown","Myocytes","Ckm",0.954348432416874
"Obscn_Myocytes","brown","Myocytes","Obscn",0.954004770490717
"Csrp3_Myocytes","brown","Myocytes","Csrp3",0.953197630308165
"Ndrg2_Myocytes","brown","Myocytes","Ndrg2",0.950846565768167
"Actn2_Myocytes","brown","Myocytes","Actn2",0.950650651317017
"Gm6222_Fibroblasts","brown","Fibroblasts","Gm6222",0.949733449515017
"Tcap_Myocytes","brown","Myocytes","Tcap",0.949665677469298
"Lum_Fibroblasts","brown","Fibroblasts","Lum",0.949650798111063
"Pln_Myocytes","brown","Myocytes","Pln",0.946750354611432
"Cryab_Myocytes","brown","Myocytes","Cryab",0.946529311062846
"Myh6_Myocytes","brown","Myocytes","Myh6",0.946098439283243
"Smpx_Myocytes","brown","Myocytes","Smpx",0.944342633504504
"Npy1r_EndothelialCells","brown","EndothelialCells","Npy1r",0.943838935306762
"Fabp4_EndothelialCells","brown","EndothelialCells","Fabp4",0.943817059831598
"Mmrn2_EndocardialCells","brown","EndocardialCells","Mmrn2",0.943558775036418
"Hspb7_Myocytes","brown","Myocytes","Hspb7",0.942852983102131
"Tpm1_Myocytes","brown","Myocytes","Tpm1",0.941642872761926
"Mtus2_Myocytes","brown","Myocytes","Mtus2",0.940753221679295
"Gm6402_Myocytes","brown","Myocytes","Gm6402",0.939857567100195
"Htra3_Fibroblasts","brown","Fibroblasts","Htra3",0.939657596911645
"Mmp23_Fibroblasts","brown","Fibroblasts","Mmp23",0.938317681573147
"Npr3_EndocardialCells","brown","EndocardialCells","Npr3",0.935438617735889
"Ccdc80_Fibroblasts","brown","Fibroblasts","Ccdc80",0.935340540689386
"Gpihbp1_EndothelialCells","brown","EndothelialCells","Gpihbp1",0.933057714850286
"Rbp1_EndocardialCells","brown","EndocardialCells","Rbp1",0.931574083036374
"Rpl35a_Leukocytes","brown","Leukocytes","Rpl35a",0.931064096733717
"Cox6a2_Myocytes","brown","Myocytes","Cox6a2",0.928421134180079
"Cfh_Fibroblasts","brown","Fibroblasts","Cfh",0.928124484640369
"Idh2_Myocytes","brown","Myocytes","Idh2",0.926292938725422
"C1qtnf7_Fibroblasts","brown","Fibroblasts","C1qtnf7",0.924942799092009
"Rpl36a_Leukocytes","brown","Leukocytes","Rpl36a",0.924803863427065
"Myl1_Myocytes","brown","Myocytes","Myl1",0.924096424710077
"Fhl2_Myocytes","brown","Myocytes","Fhl2",0.923940391661575
"Gm1673_Leukocytes","brown","Leukocytes","Gm1673",0.923670031770778
"Pcp4l1_Myocytes","brown","Myocytes","Pcp4l1",0.923265739407522
"Mb_EndocardialCells","brown","EndocardialCells","Mb",0.922638954096785
"Rbp1_Fibroblasts","brown","Fibroblasts","Rbp1",0.919267559347792
"Mgp_EndocardialCells","brown","EndocardialCells","Mgp",0.91895761807306
"Rpl22l1_Myocytes","brown","Myocytes","Rpl22l1",0.918361963003242
"Nppa_Myocytes","brown","Myocytes","Nppa",0.916636044825977
"Uba52_EndothelialCells","brown","EndothelialCells","Uba52",0.915654225290936
"Pdap1_Myocytes","brown","Myocytes","Pdap1",0.915568735615479
"Gm12504_EndothelialCells","brown","EndothelialCells","Gm12504",0.913997176515441
"Eno3_Myocytes","brown","Myocytes","Eno3",0.913743618764785
"Rps15_Fibroblasts","brown","Fibroblasts","Rps15",0.913038729449869
"Ccl6_EndothelialCells","brown","EndothelialCells","Ccl6",0.912456001774137
"Pcbp2_Myocytes","brown","Myocytes","Pcbp2",0.911441276785672
"Mybpc3_Myocytes","brown","Myocytes","Mybpc3",0.910905833099517
"Tm4sf1_EndocardialCells","brown","EndocardialCells","Tm4sf1",0.910081459849192
"Rpl38_Leukocytes","brown","Leukocytes","Rpl38",0.908843858748237
"Lrrc58_Leukocytes","brown","Leukocytes","Lrrc58",0.908555530987662
"Rpl23_Myocytes","brown","Myocytes","Rpl23",0.906906371851809
"Dcn_Fibroblasts","brown","Fibroblasts","Dcn",0.903983883600682
"Rps15a-ps6_Myocytes","brown","Myocytes","Rps15a-ps6",0.903309559499859
"Slx1b_Myocytes","brown","Myocytes","Slx1b",0.903005572150027
"Myl7_Myocytes","brown","Myocytes","Myl7",0.902654210077219
"Rpl37a_Leukocytes","brown","Leukocytes","Rpl37a",0.901245473954666
"Pf4_EndocardialCells","brown","EndocardialCells","Pf4",0.901042251404365
"Rpl31-ps12_Leukocytes","brown","Leukocytes","Rpl31-ps12",0.901026704350982
"Rps27a_EndocardialCells","brown","EndocardialCells","Rps27a",0.900929421883945
"Rpl37_Leukocytes","brown","Leukocytes","Rpl37",0.900684460638687
"Hand2_Myocytes","brown","Myocytes","Hand2",0.898265149831581
"Mfap4_EndocardialCells","brown","EndocardialCells","Mfap4",0.896737454185181
"Uqcrh_Leukocytes","brown","Leukocytes","Uqcrh",0.896712294408386
"Atp5e_Leukocytes","brown","Leukocytes","Atp5e",0.893580721507529
"Ldb3_Myocytes","brown","Myocytes","Ldb3",0.891881632645174
"Camk2n1_Myocytes","brown","Myocytes","Camk2n1",0.891867084627068
"Ankrd1_Myocytes","brown","Myocytes","Ankrd1",0.891564437033266
"Gpr182_EndocardialCells","brown","EndocardialCells","Gpr182",0.891148367167637
"Rps29_Myocytes","brown","Myocytes","Rps29",0.890687784699717
"Rpl39_Leukocytes","brown","Leukocytes","Rpl39",0.890241751192226
"Mylk3_Myocytes","brown","Myocytes","Mylk3",0.888882945681884
"Ccdc80_EndocardialCells","brown","EndocardialCells","Ccdc80",0.888584866738171
"Gsn_Fibroblasts","brown","Fibroblasts","Gsn",0.88768839773604
"Cav1_EndothelialCells","brown","EndothelialCells","Cav1",0.884758647437185
